,Date Time,Tick Number,Open,High,Low,Close,Cumulative Volume,Cumulative Buy Volume,Cumulative Sell Volume,Cumulative Ticks,Cumulative Dollar Value,Threshold,VPIN
17,2022/06/07 11:48:06.000,1541,12550.0,12580.0,12400.0,12400.0,1001480.0,248490.0,752990.0,120,12492251560.0,1000000,0.5037544434237329
18,2022/06/08 09:03:00.000,1668,12400.0,12450.0,12300.0,12450.0,1001647.0,404482.0,597165.0,127,12358773550.0,1000000,0.19236617291321195
19,2022/06/08 09:15:08.000,1738,12450.0,12740.0,12430.0,12740.0,1006097.0,717218.0,288879.0,70,12662713840.0,1000000,0.42574324344471753
20,2022/06/08 09:20:16.000,1772,12740.0,12750.0,12570.0,12570.0,1092261.0,89857.0,1002404.0,34,13750606420.0,1000000,0.8354660653451876
21,2022/06/08 10:10:56.000,1869,12570.0,12670.0,12470.0,12670.0,1035847.0,273113.0,762734.0,97,13012102840.0,1000000,0.47267694939503613
22,2022/06/08 10:15:23.000,1909,12670.0,12700.0,12600.0,12600.0,1078678.0,232225.0,846453.0,40,13615460280.0,1000000,0.569426650029017
23,2022/06/08 10:17:49.000,1935,12600.0,12600.0,12580.0,12600.0,1023605.0,590000.0,433605.0,26,12896184230.0,1000000,0.15278842913037743
24,2022/06/08 10:48:02.000,1981,12590.0,12690.0,12460.0,12460.0,1007875.0,115411.0,892464.0,46,12671691640.0,1000000,0.7709815205258589
25,2022/06/08 11:23:43.000,2048,12460.0,12590.0,12420.0,12470.0,1014251.0,288104.0,726147.0,67,12668699200.0,1000000,0.43188816180610123
26,2022/06/08 12:28:23.000,2200,12470.0,12630.0,12450.0,12560.0,1000825.0,605554.0,395271.0,152,12564920860.0,1000000,0.210109659530887
27,2022/06/11 09:41:10.000,2297,12560.0,12590.0,12320.0,12330.0,1006706.0,203671.0,803035.0,97,12495703740.0,1000000,0.5953714391291995
28,2022/06/11 09:53:53.000,2349,12320.0,12350.0,12300.0,12310.0,1005379.0,632250.0,373129.0,52,12402382600.0,1000000,0.25773464534270163
29,2022/06/11 10:12:55.000,2421,12300.0,12400.0,12210.0,12210.0,1048966.0,203260.0,845706.0,72,12861449570.0,1000000,0.6124564571206311
30,2022/06/11 10:12:57.000,2441,12210.0,12210.0,12210.0,12210.0,1000000.0,0.0,1000000.0,20,12210000000.0,1000000,1.0
31,2022/06/11 10:12:58.000,2461,12210.0,12210.0,12210.0,12210.0,1000000.0,0.0,1000000.0,20,12210000000.0,1000000,1.0
32,2022/06/11 10:12:59.000,2481,12210.0,12210.0,12210.0,12210.0,1000000.0,0.0,1000000.0,20,12210000000.0,1000000,1.0
33,2022/06/11 10:13:00.000,2501,12210.0,12210.0,12210.0,12210.0,1000000.0,0.0,1000000.0,20,12210000000.0,1000000,1.0
34,2022/06/11 10:13:01.000,2521,12210.0,12210.0,12210.0,12210.0,1000000.0,0.0,1000000.0,20,12210000000.0,1000000,1.0
35,2022/06/11 10:13:02.000,2541,12210.0,12210.0,12210.0,12210.0,1000000.0,0.0,1000000.0,20,12210000000.0,1000000,1.0
36,2022/06/11 10:15:34.000,2571,12210.0,12240.0,12210.0,12240.0,1022732.0,136211.0,886521.0,30,12491837310.0,1000000,0.733633053429442
37,2022/06/11 10:37:32.000,2653,12240.0,12400.0,12220.0,12250.0,1054758.0,679230.0,375528.0,82,12953396830.0,1000000,0.28793524201760023
38,2022/06/11 11:00:53.000,2716,12250.0,12400.0,12230.0,12310.0,1013680.0,668297.0,345383.0,63,12472424610.0,1000000,0.3185561518427906
39,2022/06/11 11:25:35.000,2773,12320.0,12360.0,12280.0,12360.0,1042537.0,452632.0,589905.0,57,12839781660.0,1000000,0.1316720653559538
40,2022/06/11 11:47:32.000,2831,12370.0,12370.0,12220.0,12250.0,1007301.0,285219.0,722082.0,58,12351380170.0,1000000,0.43369658126021915
41,2022/06/11 12:14:51.000,2961,12280.0,12290.0,12190.0,12230.0,1036822.0,381997.0,654825.0,130,12672755170.0,1000000,0.26313870654750765
42,2022/06/11 12:28:00.000,3041,12250.0,12250.0,12120.0,12130.0,1026957.0,396329.0,630628.0,80,12493699160.0,1000000,0.22814879298743765
43,2022/06/12 09:12:11.000,3133,12120.0,12370.0,12020.0,12100.0,1006326.0,78790.0,927536.0,92,12177373950.0,1000000,0.8434105846415575
44,2022/06/12 09:13:13.000,3158,12100.0,12190.0,12100.0,12100.0,1033463.0,49000.0,984463.0,25,12508592300.0,1000000,0.9051731895578264
45,2022/06/12 09:18:15.000,3193,12120.0,12150.0,12100.0,12100.0,1051089.0,244824.0,806265.0,35,12730473950.0,1000000,0.5341517226419457
46,2022/06/12 09:18:17.000,3214,12100.0,12150.0,12100.0,12100.0,1000000.0,300000.0,700000.0,21,12112829800.0,1000000,0.4
47,2022/06/12 09:18:20.000,3235,12100.0,12150.0,12100.0,12100.0,1017940.0,220000.0,797940.0,21,12327274000.0,1000000,0.5677544845472228
48,2022/06/12 09:18:22.000,3255,12100.0,12150.0,12100.0,12100.0,1000000.0,100000.0,900000.0,20,12105000000.0,1000000,0.8
49,2022/06/12 09:18:25.000,3275,12100.0,12150.0,12100.0,12100.0,1000000.0,200000.0,800000.0,20,12110000000.0,1000000,0.6
50,2022/06/12 09:39:08.000,3353,12100.0,12290.0,12100.0,12290.0,1011106.0,634062.0,377044.0,78,12303771340.0,1000000,0.2541949113149363
51,2022/06/12 09:46:09.000,3411,12300.0,12420.0,12270.0,12300.0,1026797.0,452114.0,574683.0,58,12674524650.0,1000000,0.1193702357914953
52,2022/06/12 10:00:05.000,3477,12300.0,12370.0,12300.0,12340.0,1027733.0,381523.0,646210.0,66,12656391120.0,1000000,0.25754451788548194
53,2022/06/12 10:05:16.000,3522,12340.0,12350.0,12300.0,12350.0,1004937.0,264425.0,740512.0,45,12379324550.0,1000000,0.47374810560263975
54,2022/06/12 10:13:45.000,3576,12350.0,12440.0,12350.0,12410.0,1000406.0,621773.0,378633.0,54,12397889570.0,1000000,0.2430413252219599
55,2022/06/12 10:17:11.000,3635,12420.0,12450.0,12350.0,12350.0,1024695.0,79661.0,945034.0,59,12687500790.0,1000000,0.8445176369553867
56,2022/06/12 10:17:12.000,3655,12350.0,12350.0,12350.0,12350.0,1000000.0,0.0,1000000.0,20,12350000000.0,1000000,1.0
57,2022/06/12 10:17:25.000,3678,12350.0,12350.0,12350.0,12350.0,1000000.0,0.0,1000000.0,23,12350000000.0,1000000,1.0
58,2022/06/12 10:34:05.000,3769,12400.0,12480.0,12400.0,12470.0,1013900.0,517886.0,496014.0,91,12604547710.0,1000000,0.021572147154551732
59,2022/06/12 10:42:28.000,3824,12470.0,12550.0,12470.0,12540.0,1010901.0,896418.0,114483.0,55,12653462550.0,1000000,0.7735030433247173
60,2022/06/12 10:56:21.000,3902,12540.0,12600.0,12530.0,12600.0,1043262.0,774446.0,268816.0,78,13114325140.0,1000000,0.48466252964260176
61,2022/06/12 11:10:34.000,3985,12600.0,12770.0,12600.0,12620.0,1086497.0,475755.0,610742.0,83,13775380250.0,1000000,0.12424056394081162
62,2022/06/12 11:10:36.000,4015,12610.0,12620.0,12600.0,12600.0,1004865.0,1000.0,1003865.0,30,12661584000.0,1000000,0.9980096828927268
63,2022/06/12 11:10:48.000,4035,12600.0,12600.0,12600.0,12600.0,1000000.0,0.0,1000000.0,20,12600000000.0,1000000,1.0
64,2022/06/12 11:11:05.000,4056,12600.0,12620.0,12600.0,12600.0,1009000.0,20682.0,988318.0,21,12713813640.0,1000000,0.9590049554013875
65,2022/06/12 11:11:20.000,4076,12600.0,12610.0,12600.0,12600.0,1000000.0,102267.0,897733.0,20,12601022670.0,1000000,0.795466
66,2022/06/12 11:11:33.000,4096,12600.0,12610.0,12600.0,12600.0,1000000.0,100000.0,900000.0,20,12601000000.0,1000000,0.8
67,2022/06/12 11:12:53.000,4122,12600.0,12650.0,12600.0,12600.0,1012805.0,23975.0,988830.0,26,12765090290.0,1000000,0.9526562368866662
68,2022/06/12 11:13:15.000,4145,12600.0,12650.0,12600.0,12600.0,1014297.0,103127.0,911170.0,23,12781724310.0,1000000,0.7966532485061082
69,2022/06/12 11:29:16.000,4198,12600.0,12660.0,12580.0,12650.0,1005852.0,220754.0,785098.0,53,12686457640.0,1000000,0.5610606729419437
70,2022/06/12 11:41:46.000,4256,12630.0,12700.0,12600.0,12650.0,1001085.0,61685.0,939400.0,58,12643223360.0,1000000,0.8767637113731601
71,2022/06/12 11:41:49.000,4276,12650.0,12650.0,12650.0,12650.0,1000000.0,0.0,1000000.0,20,12650000000.0,1000000,1.0
72,2022/06/12 11:46:52.000,4304,12650.0,12660.0,12650.0,12650.0,1000000.0,10150.0,989850.0,28,12650101500.0,1000000,0.9797
73,2022/06/12 12:17:19.000,4457,12690.0,12790.0,12640.0,12790.0,1030893.0,462679.0,568214.0,153,13108115790.0,1000000,0.10237240916370564
74,2022/06/12 12:29:15.000,4554,12790.0,12850.0,12690.0,12720.0,1018200.0,263581.0,754619.0,97,12990244550.0,1000000,0.48226085248477707
75,2022/06/13 09:09:18.000,4670,12730.0,13250.0,12720.0,13000.0,1055464.0,498190.0,557274.0,116,13714985720.0,1000000,0.05597917124601123
76,2022/06/13 09:09:38.000,4704,13020.0,13090.0,13000.0,13000.0,1001191.0,64572.0,936619.0,34,13016994000.0,1000000,0.8710096275336074
77,2022/06/13 09:12:50.000,4771,13090.0,13200.0,13000.0,13200.0,1003202.0,507177.0,496025.0,67,13113850850.0,1000000,0.011116405270324422
78,2022/06/13 09:14:49.000,4843,13190.0,13370.0,13100.0,13200.0,1001157.0,421213.0,579944.0,72,13210722450.0,1000000,0.15854756047253327
79,2022/06/13 09:14:52.000,4869,13200.0,13440.0,13050.0,13440.0,1034089.0,829089.0,205000.0,26,13793828630.0,1000000,0.6035157515455633
80,2022/06/13 09:16:38.000,4921,13440.0,13450.0,13200.0,13200.0,1000375.0,731353.0,269022.0,52,13381802660.0,1000000,0.4621576908659253
81,2022/06/13 09:18:05.000,4972,13200.0,13200.0,13080.0,13150.0,1039674.0,77709.0,961965.0,51,13672593640.0,1000000,0.8505127568834077
82,2022/06/13 09:18:07.000,4993,13150.0,13190.0,13150.0,13150.0,1022000.0,22000.0,1000000.0,21,13440180000.0,1000000,0.9569471624266145
83,2022/06/13 09:18:10.000,5015,13150.0,13190.0,13150.0,13150.0,1044181.0,144181.0,900000.0,22,13736747390.0,1000000,0.7238390662155316
84,2022/06/13 09:18:23.000,5044,13150.0,13200.0,13150.0,13150.0,1002832.0,337660.0,665172.0,29,13205577570.0,1000000,0.32658710531774016
85,2022/06/13 09:22:25.000,5096,13150.0,13390.0,13150.0,13340.0,1004640.0,527523.0,477117.0,52,13282085250.0,1000000,0.050173196368848545
86,2022/06/13 09:26:37.000,5141,13340.0,13380.0,13240.0,13300.0,1000319.0,663328.0,336991.0,45,13305177880.0,1000000,0.32623293169478934
